county,date,rooms,rooms_occupied,trailers_requested,trailers_delivered,donated_trailers_delivered
San Francisco,2020-04-24,1434,864,91,91,0
San Joaquin,2020-04-24,0,0,8,8,0
San Luis Obispo,2020-04-24,155,0,14,14,0
San Mateo,2020-04-24,139,100,0,0,0
Santa Barbara,2020-04-24,98,37,0,0,0
Santa Clara,2020-04-24,660,243,105,105,0
Santa Cruz,2020-04-24,27,20,35,0,0
Shasta ,2020-04-24,20,0,0,0,0
Sierra,2020-04-24,0,0,0,0,0
Siskiyou,2020-04-24,0,0,6,6,0
Solano ,2020-04-24,0,0,0,0,0
Sonoma,2020-04-24,45,45,0,0,0
Stanislaus,2020-04-24,123,52,0,0,0
Sutter,2020-04-24,16,16,5,2,0
Tehama,2020-04-24,0,0,5,5,0
Trinity,2020-04-24,10,0,0,0,0
Tulare,2020-04-24,56,0,0,0,0
Tuolumne,2020-04-24,0,0,0,0,0
Ventura,2020-04-24,388,266,0,0,0
Yolo,2020-04-24,246,212,0,0,0
Yuba,2020-04-24,30,17,5,4,0
Alameda County,2020-04-25,385,344,91,91,0
Alpine County,2020-04-25,0,0,0,0,0
Amador County,2020-04-25,0,0,0,0,0
Butte County,2020-04-25,89,89,0,0,0
Calaveras County,2020-04-25,73,25,0,0,0
Colusa County,2020-04-25,0,0,0,0,0
Contra Costa County,2020-04-25,340,129,0,0,0
Del Norte County,2020-04-25,10,0,0,0,0
El Dorado County,2020-04-25,26,0,0,0,0
Fresno County,2020-04-25,305,250,28,28,0
Glenn County,2020-04-25,7,7,0,0,0
Humboldt County,2020-04-25,44,11,15,0,0
Imperial County,2020-04-25,36,0,37,10,0
Inyo County,2020-04-25,10,1,0,0,0
Kern County,2020-04-25,2,2,15,15,0
Kings County,2020-04-25,0,0,0,0,0
Lake County,2020-04-25,15,10,0,0,0
Lassen County,2020-04-25,1,1,0,0,0
Los Angeles County,2020-04-25,3292,1054,658,649,0
Madera County ,2020-04-25,20,20,0,0,0
Marin County ,2020-04-25,132,96,44,0,0
Mariposa County,2020-04-25,44,13,0,0,0
Mendocino County,2020-04-25,149,110,0,0,0
Merced County,2020-04-25,85,34,0,0,0
Modoc County,2020-04-25,10,1,0,0,0
Mono County,2020-04-25,48,0,0,0,0
Monterey County,2020-04-25,142,1,108,15,8
Napa County ,2020-04-25,104,52,18,0,0
Nevada County ,2020-04-25,50,16,0,0,0
Orange County,2020-04-25,275,86,78,78,0
Placer County,2020-04-25,73,26,12,0,0
Plumas County,2020-04-25,0,0,0,0,0
Riverside County,2020-04-25,422,303,15,15,0
Sacramento County,2020-04-25,276,121,63,63,0
San Benito County,2020-04-25,67,40,3,3,0
San Bernardino County,2020-04-25,50,37,20,0,20
San Diego County,2020-04-25,2029,409,44,44,0
San Francisco,2020-04-25,1434,873,91,91,0
San Joaquin County,2020-04-25,0,0,8,8,0
San Luis Obispo County,2020-04-25,155,1,14,14,0
San Mateo County,2020-04-25,140,100,0,0,0
Santa Barbara County,2020-04-25,98,37,0,0,0
Santa Clara County,2020-04-25,660,243,105,105,0
Santa Cruz County,2020-04-25,27,20,35,0,0
Shasta County,2020-04-25,20,0,0,0,0
Sierra County,2020-04-25,0,0,0,0,0
Siskiyou County,2020-04-25,0,0,6,6,0
Solano County,2020-04-25,0,0,0,0,0
Sonoma County,2020-04-25,45,45,0,0,0
Stanislaus County,2020-04-25,123,52,0,0,0
Sutter County,2020-04-25,16,16,5,5,0
Tehama County,2020-04-25,0,0,5,5,0
Trinity County,2020-04-25,10,0,0,0,0
Tulare County,2020-04-25,56,0,0,0,0
Tuolumne County,2020-04-25,0,0,0,0,0
Ventura County,2020-04-25,388,266,0,0,0
Yolo County,2020-04-25,246,212,0,0,0
Yuba County,2020-04-25,39,18,5,5,0
Wilton Rancheria,2020-04-25,0,0,10,0,0
Alameda County,2020-04-26,385,354,91,91,0
Alpine County,2020-04-26,0,0,0,0,0
Amador County,2020-04-26,0,0,0,0,0
Butte County,2020-04-26,98,98,0,0,0
Calaveras County,2020-04-26,73,25,0,0,0
Colusa County,2020-04-26,0,0,0,0,0
Contra Costa County,2020-04-26,340,129,0,0,0
Del Norte County,2020-04-26,10,0,0,0,0
El Dorado County,2020-04-26,26,0,0,0,0
Fresno County,2020-04-26,305,250,28,28,0
Glenn County,2020-04-26,7,7,0,0,0
Humboldt County,2020-04-26,44,11,15,0,0
Imperial County,2020-04-26,36,0,37,10,0
Inyo County,2020-04-26,10,1,0,0,0
Kern County,2020-04-26,2,2,15,15,0
Kings County,2020-04-26,0,0,0,0,0
Lake County,2020-04-26,15,5,0,0,0
Lassen County,2020-04-26,1,1,0,0,0
Los Angeles County,2020-04-26,3292,1099,658,649,0
Madera County ,2020-04-26,20,20,0,0,0
Marin County ,2020-04-26,132,96,44,0,0
Mariposa County,2020-04-26,44,13,0,0,0
Mendocino County,2020-04-26,150,111,0,0,0
Merced County,2020-04-26,85,34,0,0,0
Modoc County,2020-04-26,10,1,0,0,0
Mono County,2020-04-26,48,0,0,0,0
Monterey County,2020-04-26,142,1,108,15,8
Napa County ,2020-04-26,104,52,18,0,0
Nevada County ,2020-04-26,50,16,0,0,0
Orange County,2020-04-26,275,86,78,78,0
Placer County,2020-04-26,73,26,12,0,0
Plumas County,2020-04-26,0,0,0,0,0
Riverside County,2020-04-26,422,303,15,15,0
Sacramento County,2020-04-26,276,121,63,63,0
San Benito County,2020-04-26,67,46,3,3,0
San Bernardino County,2020-04-26,50,37,20,0,20
San Diego County,2020-04-26,2029,409,44,44,0
San Francisco,2020-04-26,1431,874,91,91,0
San Joaquin County,2020-04-26,0,0,8,8,0
San Luis Obispo County,2020-04-26,155,1,14,14,0
San Mateo County,2020-04-26,140,100,0,0,0
Santa Barbara County,2020-04-26,96,44,0,0,0
Santa Clara County,2020-04-26,660,243,105,105,0
Santa Cruz County,2020-04-26,27,21,35,0,0
Shasta County,2020-04-26,20,0,0,0,0
Sierra County,2020-04-26,0,0,0,0,0
Siskiyou County,2020-04-26,0,0,6,6,0
Solano County,2020-04-26,0,0,0,0,0
Sonoma County,2020-04-26,45,45,0,0,0
Stanislaus County,2020-04-26,123,52,0,0,0
Sutter County,2020-04-26,16,16,5,5,0
Tehama County,2020-04-26,0,0,5,5,0
Trinity County,2020-04-26,10,0,0,0,0
Tulare County,2020-04-26,56,0,0,0,0
Tuolumne County,2020-04-26,0,0,0,0,0
Ventura County,2020-04-26,388,271,0,0,0
Yolo County,2020-04-26,246,212,0,0,0
Yuba County,2020-04-26,39,18,5,5,0
Alameda County,2020-04-27,385,354,91,91,0
Alpine County,2020-04-27,0,0,0,0,0
Amador County,2020-04-27,0,0,0,0,0
Butte County,2020-04-27,97,97,0,0,0
Calaveras County,2020-04-27,73,25,0,0,0
Colusa County,2020-04-27,0,0,0,0,0
Contra Costa County,2020-04-27,340,129,0,0,0
Del Norte County,2020-04-27,10,0,0,0,0
El Dorado County,2020-04-27,26,0,0,0,0
Fresno County,2020-04-27,305,250,28,28,0
Glenn County,2020-04-27,7,7,0,0,0
Humboldt County,2020-04-27,44,11,15,0,0
Imperial County,2020-04-27,36,0,37,10,0
Inyo County,2020-04-27,10,1,0,0,0
Kern County,2020-04-27,2,2,15,15,0
Kings County,2020-04-27,0,0,0,0,0
Lake County,2020-04-27,15,6,0,0,0
Lassen County,2020-04-27,1,1,0,0,0
Los Angeles County,2020-04-27,3292,1102,658,649,0
Madera County ,2020-04-27,20,20,0,0,0
Marin County ,2020-04-27,132,96,44,0,0
Mariposa County,2020-04-27,44,13,0,0,0
Mendocino County,2020-04-27,160,121,0,0,0
Merced County,2020-04-27,85,35,0,0,0
Modoc County,2020-04-27,10,1,0,0,0
Mono County,2020-04-27,48,0,0,0,0
Monterey County,2020-04-27,142,1,108,15,8
Napa County ,2020-04-27,104,52,18,12,0
Nevada County ,2020-04-27,50,16,0,0,0
Orange County,2020-04-27,275,94,78,78,0
Placer County,2020-04-27,73,26,12,0,0
Plumas County,2020-04-27,0,0,0,0,0
Riverside County,2020-04-27,422,303,15,15,0
Sacramento County,2020-04-27,276,121,63,63,0
San Benito County,2020-04-27,67,49,3,3,0
San Bernardino County,2020-04-27,50,37,20,0,20
San Diego County,2020-04-27,2029,409,44,44,0
San Francisco,2020-04-27,1805,880,91,91,0
San Joaquin County,2020-04-27,0,0,8,8,0
San Luis Obispo County,2020-04-27,155,1,14,14,0
San Mateo County,2020-04-27,140,107,0,0,0
Santa Barbara County,2020-04-27,101,49,0,0,0
Santa Clara County,2020-04-27,660,249,105,105,0
Santa Cruz County,2020-04-27,27,21,35,0,0
Shasta County,2020-04-27,20,0,0,0,0
Sierra County,2020-04-27,0,0,0,0,0
Siskiyou County,2020-04-27,0,0,6,6,0
Solano County,2020-04-27,48,0,0,0,0
Sonoma County,2020-04-27,45,45,0,0,0
Stanislaus County,2020-04-27,121,50,0,0,0
Sutter County,2020-04-27,16,16,5,5,0
Tehama County,2020-04-27,0,0,5,5,0
Trinity County,2020-04-27,10,0,0,0,0
Tulare County,2020-04-27,56,0,0,0,0
Tuolumne County,2020-04-27,50,0,0,0,0
Ventura County,2020-04-27,388,279,0,0,0
Yolo County,2020-04-27,246,214,0,0,0
Yuba County,2020-04-27,31,17,5,5,0
Wilton Rancheria Tribe,2020-04-27,0,0,10,0,0
Alameda County,2020-04-28,385,354,91,91,0
Alpine County,2020-04-28,0,0,0,0,0
Amador County,2020-04-28,0,0,0,0,0
Butte County,2020-04-28,99,99,0,0,0
Calaveras County,2020-04-28,73,25,0,0,0
Colusa County,2020-04-28,0,0,0,0,0
Contra Costa County,2020-04-28,444,219,0,0,0
Del Norte County,2020-04-28,10,0,0,0,0
El Dorado County,2020-04-28,26,0,0,0,0
Fresno County,2020-04-28,305,250,28,28,0
Glenn County,2020-04-28,7,7,0,0,0
Humboldt County,2020-04-28,64,34,15,0,0
Imperial County,2020-04-28,10,10,37,10,0
Inyo County,2020-04-28,10,1,0,0,0
Kern County,2020-04-28,2,2,15,15,0
Kings County,2020-04-28,0,0,0,0,0
Lake County,2020-04-28,15,9,0,0,0
Lassen County,2020-04-28,13,13,0,0,0
Los Angeles County,2020-04-28,3292,1334,658,649,0
Madera County ,2020-04-28,33,33,0,0,0
Marin County ,2020-04-28,132,96,44,0,0
Mariposa County,2020-04-28,44,14,0,0,0
Mendocino County,2020-04-28,163,124,0,0,0
Merced County,2020-04-28,100,38,0,0,0
Modoc County,2020-04-28,10,1,0,0,0
Mono County,2020-04-28,5,0,0,0,0
Monterey County,2020-04-28,142,2,108,15,8
Napa County ,2020-04-28,104,52,18,12,0
Nevada County ,2020-04-28,50,16,0,0,0
Orange County,2020-04-28,402,117,78,78,0
Placer County,2020-04-28,73,26,12,12,0
Plumas County,2020-04-28,0,0,0,0,0
Riverside County,2020-04-28,248,248,15,15,0
Sacramento County,2020-04-28,276,128,63,63,0
San Benito County,2020-04-28,67,62,3,3,0
San Bernardino County,2020-04-28,50,37,20,0,20
San Diego County,2020-04-28,2029,409,44,44,0
San Francisco,2020-04-28,1805,887,91,91,0
San Joaquin County,2020-04-28,0,0,8,8,0
San Luis Obispo County,2020-04-28,155,1,14,14,0
San Mateo County,2020-04-28,142,113,0,0,0
Santa Barbara County,2020-04-28,100,53,0,0,0
Santa Clara County,2020-04-28,660,213,105,105,0
Santa Cruz County,2020-04-28,27,22,35,0,0
Shasta County,2020-04-28,20,9,0,0,0
Sierra County,2020-04-28,0,0,0,0,0
Siskiyou County,2020-04-28,0,0,6,6,0
Solano County,2020-04-28,48,0,0,0,0
Sonoma County,2020-04-28,45,45,0,0,0
Stanislaus County,2020-04-28,121,48,0,0,0
Sutter County,2020-04-28,18,18,5,5,0
Tehama County,2020-04-28,0,0,5,5,0
Trinity County,2020-04-28,10,0,0,0,0
Tulare County,2020-04-28,56,0,0,0,0
Tuolumne County,2020-04-28,50,0,0,0,0
Ventura County,2020-04-28,388,271,0,0,0
Yolo County,2020-04-28,246,220,0,0,0
Yuba County,2020-04-28,29,17,5,5,0
Wilton Rancheria Tribe,2020-04-28,0,0,10,0,0
Alameda County,2020-04-29,385,340,91,91,0
Alpine County,2020-04-29,0,0,0,0,0
Amador County,2020-04-29,0,0,0,0,0
Butte County,2020-04-29,99,99,0,0,0
Calaveras County,2020-04-29,73,25,0,0,0
Colusa County,2020-04-29,0,0,0,0,0
Contra Costa County,2020-04-29,444,230,0,0,0
Del Norte County,2020-04-29,10,0,0,0,0
El Dorado County,2020-04-29,26,0,0,0,0
Fresno County,2020-04-29,305,250,28,28,0
Glenn County,2020-04-29,1,1,0,0,0
Humboldt County,2020-04-29,64,35,15,0,0
Imperial County,2020-04-29,10,10,37,10,0
Inyo County,2020-04-29,10,1,0,0,0
Kern County,2020-04-29,1,1,15,15,0
Kings County,2020-04-29,0,0,0,0,0
Lake County,2020-04-29,15,10,0,0,0
Lassen County,2020-04-29,13,13,0,0,0
Los Angeles County,2020-04-29,3292,1334,658,649,0
Madera County ,2020-04-29,33,33,0,0,0
Marin County ,2020-04-29,169,96,44,0,0
Mariposa County,2020-04-29,44,14,0,0,0
Mendocino County,2020-04-29,176,137,0,0,0
Merced County,2020-04-29,100,45,0,0,0
Modoc County,2020-04-29,10,1,0,0,0
Mono County,2020-04-29,5,0,0,0,0
Monterey County,2020-04-29,142,1,108,15,8
Napa County ,2020-04-29,104,52,18,12,0
Nevada County ,2020-04-29,50,16,0,0,0
Orange County,2020-04-29,402,117,78,78,0
Placer County,2020-04-29,73,16,12,12,0
Plumas County,2020-04-29,0,0,0,0,0
Riverside County,2020-04-29,252,252,15,15,0
Sacramento County,2020-04-29,276,128,63,63,0
San Benito County,2020-04-29,67,62,3,3,0
San Bernardino County,2020-04-29,50,37,20,0,20
San Diego County,2020-04-29,2029,409,44,44,0
San Francisco,2020-04-29,1805,890,91,91,0
San Joaquin County,2020-04-29,0,0,8,8,0
San Luis Obispo County,2020-04-29,155,1,14,14,0
San Mateo County,2020-04-29,142,118,0,0,0
Santa Barbara County,2020-04-29,100,59,0,0,0
Santa Clara County,2020-04-29,660,211,105,105,0
Santa Cruz County,2020-04-29,27,22,35,0,0
Shasta County,2020-04-29,20,11,0,0,0
Sierra County,2020-04-29,0,0,0,0,0
Siskiyou County,2020-04-29,0,0,6,6,0
Solano County,2020-04-29,48,0,0,0,0
Sonoma County,2020-04-29,45,45,0,0,0
Stanislaus County,2020-04-29,121,62,0,0,0
Sutter County,2020-04-29,18,18,5,5,0
Tehama County,2020-04-29,0,0,5,5,0
Trinity County,2020-04-29,10,0,0,0,0
Tulare County,2020-04-29,56,9,0,0,0
Tuolumne County,2020-04-29,50,0,0,0,0
Ventura County,2020-04-29,388,273,0,0,0
Yolo County,2020-04-29,246,224,0,0,0
Yuba County,2020-04-29,26,17,5,5,0
Wilton Rancheria Tribe,2020-04-29,0,0,10,0,0
Bishop Paiute Tribal Council,2020-04-29,0,0,5,0,0
Alameda County,2020-04-30,385,338,91,91,0
Alpine County,2020-04-30,0,0,0,0,0
Amador County,2020-04-30,0,0,0,0,0
Butte County,2020-04-30,99,99,0,0,0
Calaveras County,2020-04-30,73,25,0,0,0
Colusa County,2020-04-30,0,0,0,0,0
Contra Costa County,2020-04-30,444,231,0,0,0
Del Norte County,2020-04-30,10,2,0,0,0
El Dorado County,2020-04-30,26,0,0,0,0
Fresno County,2020-04-30,305,250,28,28,0
Glenn County,2020-04-30,1,1,0,0,0
Humboldt County,2020-04-30,64,35,15,0,0
Imperial County,2020-04-30,10,10,37,10,0
Inyo County,2020-04-30,10,1,0,0,0
Kern County,2020-04-30,1,1,15,15,0
Kings County,2020-04-30,0,0,0,0,0
Lake County,2020-04-30,15,9,0,0,0
Lassen County,2020-04-30,13,13,0,0,0
Los Angeles County,2020-04-30,3292,1334,658,649,0
Madera County ,2020-04-30,33,33,0,0,0
Marin County ,2020-04-30,169,93,44,0,0
Mariposa County,2020-04-30,44,14,0,0,0
Mendocino County,2020-04-30,176,137,0,0,0
Merced County,2020-04-30,100,55,0,0,0
Modoc County,2020-04-30,10,1,0,0,0
Mono County,2020-04-30,5,0,0,0,0
Monterey County,2020-04-30,142,1,108,15,8
Napa County ,2020-04-30,97,53,18,12,0
Nevada County ,2020-04-30,50,16,0,0,0
Orange County,2020-04-30,402,135,78,78,0
Placer County,2020-04-30,73,19,12,12,0
Plumas County,2020-04-30,0,0,0,0,0
Riverside County,2020-04-30,254,254,15,15,0
Sacramento County,2020-04-30,275,168,63,63,0
San Benito County,2020-04-30,67,48,3,3,0
San Bernardino County,2020-04-30,50,37,20,0,20
San Diego County,2020-04-30,2029,409,44,44,0
San Francisco,2020-04-30,1807,906,91,91,0
San Joaquin County,2020-04-30,0,0,8,8,0
San Luis Obispo County,2020-04-30,155,1,14,14,0
San Mateo County,2020-04-30,144,124,0,0,0
Santa Barbara County,2020-04-30,100,61,0,0,0
Santa Clara County,2020-04-30,660,211,105,105,0
Santa Cruz County,2020-04-30,63,37,35,0,0
Shasta County,2020-04-30,20,11,0,0,0
Sierra County,2020-04-30,0,0,0,0,0
Siskiyou County,2020-04-30,0,0,6,6,0
Solano County,2020-04-30,48,0,0,0,0
Sonoma County,2020-04-30,45,45,0,0,0
Stanislaus County,2020-04-30,121,62,0,0,0
Sutter County,2020-04-30,18,18,5,5,0
Tehama County,2020-04-30,0,0,5,5,0
Trinity County,2020-04-30,10,0,0,0,0
Tulare County,2020-04-30,56,9,0,0,0
Tuolumne County,2020-04-30,50,0,0,0,0
Ventura County,2020-04-30,388,278,0,0,0
Yolo County,2020-04-30,246,225,0,0,0
Yuba County,2020-04-30,26,17,5,5,0
Wilton Rancheria Tribe,2020-04-30,0,0,10,0,0
Bishop Paiute Tribal Council,2020-04-30,0,0,5,0,0
Alameda County,2020-05-01,385,343,91,91,0
Alpine County,2020-05-01,0,0,0,0,0
Amador County,2020-05-01,0,0,0,0,0
Butte County,2020-05-01,96,96,0,0,0
Calaveras County,2020-05-01,73,25,0,0,0
Colusa County,2020-05-01,0,0,0,0,0
Contra Costa County,2020-05-01,444,236,0,0,0
Del Norte County,2020-05-01,10,1,0,0,0
El Dorado County,2020-05-01,26,0,0,0,0
Fresno County,2020-05-01,305,250,28,28,0
Glenn County,2020-05-01,1,1,0,0,0
Humboldt County,2020-05-01,64,35,15,1,0
Imperial County,2020-05-01,10,10,37,10,0
Inyo County,2020-05-01,10,1,0,0,0
Kern County,2020-05-01,1,1,15,15,0
Kings County,2020-05-01,0,0,0,0,0
Lake County,2020-05-01,15,8,0,0,0
Lassen County,2020-05-01,13,13,0,0,0
Los Angeles County,2020-05-01,3292,1713,658,649,0
Madera County ,2020-05-01,20,20,0,0,0
Marin County ,2020-05-01,169,98,44,7,0
Mariposa County,2020-05-01,44,13,0,0,0
Mendocino County,2020-05-01,170,131,0,0,0
Merced County,2020-05-01,112,61,0,0,0
Modoc County,2020-05-01,10,5,0,0,0
Mono County,2020-05-01,5,0,0,0,0
Monterey County,2020-05-01,142,1,108,15,8
Napa County ,2020-05-01,97,53,18,12,0
Nevada County ,2020-05-01,50,14,0,0,0
Orange County,2020-05-01,402,137,78,78,0
Placer County,2020-05-01,73,19,12,12,0
Plumas County,2020-05-01,0,0,0,0,0
Riverside County,2020-05-01,258,258,15,15,0
Sacramento County,2020-05-01,275,168,63,63,0
San Benito County,2020-05-01,67,44,3,3,0
San Bernardino County,2020-05-01,50,37,20,0,20
San Diego County,2020-05-01,2029,409,44,44,0
San Francisco,2020-05-01,1795,895,91,91,0
San Joaquin County,2020-05-01,0,0,8,8,0
San Luis Obispo County,2020-05-01,155,1,14,14,0
San Mateo County,2020-05-01,146,133,0,0,0
Santa Barbara County,2020-05-01,101,62,0,0,0
Santa Clara County,2020-05-01,660,240,105,105,0
Santa Cruz County,2020-05-01,63,37,35,0,0
Shasta County,2020-05-01,20,11,0,0,0
Sierra County,2020-05-01,0,0,0,0,0
Siskiyou County,2020-05-01,0,0,6,6,0
Solano County,2020-05-01,238,2,0,0,0
Sonoma County,2020-05-01,71,71,0,0,0
Stanislaus County,2020-05-01,121,82,0,0,0
Sutter County,2020-05-01,18,18,5,5,0
Tehama County,2020-05-01,0,0,5,5,0
Trinity County,2020-05-01,10,0,0,0,0
Tulare County,2020-05-01,56,9,0,0,0
Tuolumne County,2020-05-01,50,1,0,0,0
Ventura County,2020-05-01,388,288,0,0,0
Yolo County,2020-05-01,246,226,0,0,0
Yuba County,2020-05-01,31,18,5,5,0
Wilton Rancheria Tribe,2020-05-01,0,0,10,3,0
Bishop Paiute Tribal Council,2020-05-01,0,0,5,1,0
Alameda County,2020-05-02,385,343,91,91,0
Alpine County,2020-05-02,0,0,0,0,0
Amador County,2020-05-02,0,0,0,0,0
Butte County,2020-05-02,96,96,0,0,0
Calaveras County,2020-05-02,73,25,0,0,0
Colusa County,2020-05-02,0,0,0,0,0
Contra Costa County,2020-05-02,444,233,0,0,0
Del Norte County,2020-05-02,10,2,0,0,0
El Dorado County,2020-05-02,26,0,0,0,0
Fresno County,2020-05-02,305,250,28,28,0
Glenn County,2020-05-02,1,1,0,0,0
Humboldt County,2020-05-02,64,35,15,7,0
Imperial County,2020-05-02,10,10,37,10,0
Inyo County,2020-05-02,10,1,0,0,0
Kern County,2020-05-02,1,1,15,15,0
Kings County,2020-05-02,0,0,0,0,0
Lake County,2020-05-02,15,8,0,0,0
Lassen County,2020-05-02,13,13,0,0,0
Los Angeles County,2020-05-02,3419,1750,651,651,0
Madera County ,2020-05-02,21,21,0,0,0
Marin County ,2020-05-02,169,98,44,7,0
Mariposa County,2020-05-02,44,13,0,0,0
Mendocino County,2020-05-02,170,131,0,0,0
Merced County,2020-05-02,112,61,0,0,0
Modoc County,2020-05-02,10,5,0,0,0
Mono County,2020-05-02,5,0,0,0,0
Monterey County,2020-05-02,142,1,108,15,8
Napa County ,2020-05-02,97,53,18,12,0
Nevada County ,2020-05-02,50,14,0,0,0
Orange County,2020-05-02,402,137,78,78,0
Placer County,2020-05-02,73,26,12,12,0
Plumas County,2020-05-02,0,0,0,0,0
Riverside County,2020-05-02,258,258,15,15,0
Sacramento County,2020-05-02,275,168,63,63,0
San Benito County,2020-05-02,67,45,3,3,0
San Bernardino County,2020-05-02,50,37,20,0,20
San Diego County,2020-05-02,2029,409,44,44,0
San Francisco,2020-05-02,1795,904,91,91,0
San Joaquin County,2020-05-02,0,0,8,8,0
San Luis Obispo County,2020-05-02,155,0,14,14,0
San Mateo County,2020-05-02,146,133,0,0,0
Santa Barbara County,2020-05-02,111,75,0,0,0
Santa Clara County,2020-05-02,660,267,105,105,0
Santa Cruz County,2020-05-02,63,43,35,0,0
Shasta County,2020-05-02,20,13,0,0,0
Sierra County,2020-05-02,0,0,0,0,0
Siskiyou County,2020-05-02,0,0,6,6,0
Solano County,2020-05-02,238,2,0,0,0
Sonoma County,2020-05-02,71,71,0,0,0
Stanislaus County,2020-05-02,121,82,0,0,0
Sutter County,2020-05-02,19,19,5,5,0
Tehama County,2020-05-02,0,0,5,5,0
Trinity County,2020-05-02,10,0,0,0,0
Tulare County,2020-05-02,56,8,0,0,0
Tuolumne County,2020-05-02,50,1,0,0,0
Ventura County,2020-05-02,388,303,0,0,0
Yolo County,2020-05-02,246,226,0,0,0
Yuba County,2020-05-02,31,18,5,5,0
Wilton Rancheria Tribe,2020-05-02,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-02,0,0,5,5,0
Alameda County,2020-05-03,385,343,91,91,0
Alpine County,2020-05-03,0,0,0,0,0
Amador County,2020-05-03,0,0,0,0,0
Butte County,2020-05-03,96,96,0,0,0
Calaveras County,2020-05-03,73,25,0,0,0
Colusa County,2020-05-03,0,0,0,0,0
Contra Costa County,2020-05-03,444,230,0,0,0
Del Norte County,2020-05-03,10,3,0,0,0
El Dorado County,2020-05-03,26,0,0,0,0
Fresno County,2020-05-03,305,250,28,28,0
Glenn County,2020-05-03,1,1,0,0,0
Humboldt County,2020-05-03,64,35,15,7,0
Imperial County,2020-05-03,10,10,37,10,0
Inyo County,2020-05-03,10,1,0,0,0
Kern County,2020-05-03,1,1,15,15,0
Kings County,2020-05-03,0,0,0,0,0
Lake County,2020-05-03,15,8,0,0,0
Lassen County,2020-05-03,13,13,0,0,0
Los Angeles County,2020-05-03,3631,1945,658,651,0
Madera County ,2020-05-03,21,21,0,0,0
Marin County ,2020-05-03,169,98,44,7,0
Mariposa County,2020-05-03,44,13,0,0,0
Mendocino County,2020-05-03,170,131,0,0,0
Merced County,2020-05-03,112,61,0,0,0
Modoc County,2020-05-03,10,5,0,0,0
Mono County,2020-05-03,5,0,0,0,0
Monterey County,2020-05-03,142,6,108,15,8
Napa County ,2020-05-03,97,53,18,12,0
Nevada County ,2020-05-03,50,14,0,0,0
Orange County,2020-05-03,402,137,78,78,0
Placer County,2020-05-03,73,26,12,12,0
Plumas County,2020-05-03,0,0,0,0,0
Riverside County,2020-05-03,258,258,15,15,0
Sacramento County,2020-05-03,275,168,63,63,0
San Benito County,2020-05-03,67,44,3,3,0
San Bernardino County,2020-05-03,50,37,20,0,20
San Diego County,2020-05-03,2029,409,44,44,0
San Francisco,2020-05-03,1795,906,91,91,0
San Joaquin County,2020-05-03,0,0,8,8,0
San Luis Obispo County,2020-05-03,155,0,14,14,0
San Mateo County,2020-05-03,146,133,0,0,0
Santa Barbara County,2020-05-03,111,75,0,0,0
Santa Clara County,2020-05-03,660,267,105,105,0
Santa Cruz County,2020-05-03,63,47,35,0,0
Shasta County,2020-05-03,20,13,0,0,0
Sierra County,2020-05-03,0,0,0,0,0
Siskiyou County,2020-05-03,0,0,6,6,0
Solano County,2020-05-03,238,2,0,0,0
Sonoma County,2020-05-03,71,71,0,0,0
Stanislaus County,2020-05-03,121,82,0,0,0
Sutter County,2020-05-03,19,19,5,5,0
Tehama County,2020-05-03,0,0,5,5,0
Trinity County,2020-05-03,10,0,0,0,0
Tulare County,2020-05-03,56,8,0,0,0
Tuolumne County,2020-05-03,50,1,0,0,0
Ventura County,2020-05-03,388,303,0,0,0
Yolo County,2020-05-03,246,226,0,0,0
Yuba County,2020-05-03,31,18,5,5,0
Wilton Rancheria Tribe,2020-05-03,0,0,10,10,0
Bishop Paiute Tribal Council,2020-05-03,0,0,5,5,0
Alameda County,2020-05-04,385,343,91,91,0
Alpine County,2020-05-04,0,0,0,0,0
Amador County,2020-05-04,0,0,0,0,0
Butte County,2020-05-04,97,97,0,0,0
Calaveras County,2020-05-04,73,25,0,0,0
Colusa County,2020-05-04,0,0,0,0,0
Contra Costa County,2020-05-04,443,230,0,0,0
Del Norte County,2020-05-04,10,3,0,0,0
El Dorado County,2020-05-04,26,0,0,0,0
Fresno County,2020-05-04,305,250,28,28,0
Glenn County,2020-05-04,1,1,0,0,0
Humboldt County,2020-05-04,64,35,15,7,0
Imperial County,2020-05-04,10,10,37,10,0
Inyo County,2020-05-04,10,1,0,0,0
Kern County,2020-05-04,1,1,15,15,0
Kings County,2020-05-04,0,0,0,0,0
Lake County,2020-05-04,15,7,0,0,0
Lassen County,2020-05-04,13,13,0,0,0
Los Angeles County,2020-05-04,3631,1945,651,651,0
Madera County ,2020-05-04,21,21,0,0,0
Marin County ,2020-05-04,169,98,44,7,0
Mariposa County,2020-05-04,44,13,0,0,0
Mendocino County,2020-05-04,176,136,0,0,0
Merced County,2020-05-04,112,61,0,0,0
Modoc County,2020-05-04,10,5,0,0,0
Mono County,2020-05-04,5,0,0,0,0
Monterey County,2020-05-04,142,6,108,15,8
Napa County ,2020-05-04,97,54,18,12,0
Nevada County ,2020-05-04,50,14,0,0,0
Orange County,2020-05-04,402,145,78,78,0
Placer County,2020-05-04,73,26,12,12,0
Plumas County,2020-05-04,0,0,0,0,0
Riverside County,2020-05-04,261,261,15,15,0
Sacramento County,2020-05-04,423,235,63,63,0
